Timestamp,EventType,Message
2026-02-02 00:38:20,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 00:38:23,ANOMALY_TIME,"Unusual time: 00:38"
2026-02-02 00:38:23,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 00:38:31,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 00:38:31,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 00:38:46,LOCKDOWN_END,"Lockdown Lifted"
2026-02-02 00:38:46,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 00:38:48,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 00:38:51,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 00:39:00,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 00:39:12,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 00:39:18,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 00:39:24,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 00:39:33,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 00:39:34,ANOMALY_TIME,"Unusual time: 00:39"
2026-02-02 00:39:34,ANOMALY_TIME,"Unusual time: 00:39"
2026-02-02 00:39:38,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 00:39:40,ANOMALY_TIME,"Unusual time: 00:39"
2026-02-02 00:39:46,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 00:40:07,ANOMALY_TIME,"Unusual time: 00:40"
2026-02-02 00:40:13,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 00:40:22,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 00:40:23,ANOMALY_TIME,"Unusual time: 00:40"
2026-02-02 00:40:24,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 00:40:26,ANOMALY_TIME,"Unusual time: 00:40"
2026-02-02 00:40:27,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 00:40:28,ANOMALY_TIME,"Unusual time: 00:40"
2026-02-02 00:40:30,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 00:40:30,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 00:40:52,LOCKDOWN_END,"Lockdown Lifted"
2026-02-02 00:41:08,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 00:41:14,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 00:41:20,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 00:41:26,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 00:41:28,ANOMALY_TIME,"Unusual time: 00:41"
2026-02-02 00:41:31,ANOMALY_TIME,"Unusual time: 00:41"
2026-02-02 00:41:32,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 00:41:32,ANOMALY_TIME,"Unusual time: 00:41"
2026-02-02 00:41:38,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 00:41:38,ANOMALY_TIME,"Unusual time: 00:41"
2026-02-02 00:41:47,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 00:41:50,ANOMALY_TIME,"Unusual time: 00:41"
2026-02-02 00:41:52,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 00:41:53,ANOMALY_TIME,"Unusual time: 00:41"
2026-02-02 01:34:24,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 01:34:51,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 01:34:51,ANOMALY_TIME,"Unusual time: 01:34"
2026-02-02 01:34:54,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 01:34:56,ANOMALY_TIME,"Unusual time: 01:34"
2026-02-02 01:34:57,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 01:35:03,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 01:35:09,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 01:35:12,ANOMALY_TIME,"Unusual time: 01:35"
2026-02-02 01:35:12,ANOMALY_TIME,"Unusual time: 01:35"
2026-02-02 01:35:16,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 01:35:17,ANOMALY_TIME,"Unusual time: 01:35"
2026-02-02 01:35:18,ANOMALY_TIME,"Unusual time: 01:35"
2026-02-02 01:35:23,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 01:35:24,ANOMALY_TIME,"Unusual time: 01:35"
2026-02-02 01:35:25,ANOMALY_TIME,"Unusual time: 01:35"
2026-02-02 01:35:26,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 01:35:29,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 01:35:31,ANOMALY_TIME,"Unusual time: 01:35"
2026-02-02 01:35:32,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 01:35:35,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 01:35:35,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 01:35:56,LOCKDOWN_END,"Lockdown Lifted"
2026-02-02 01:35:57,ANOMALY_TIME,"Unusual time: 01:35"
2026-02-02 19:44:56,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 19:44:59,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 19:45:02,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 19:45:05,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 19:45:08,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 19:45:08,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 19:45:24,LOCKDOWN_END,"Lockdown Lifted"
2026-02-02 19:45:24,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 19:45:26,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 19:45:29,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 19:45:31,ANOMALY_CONF,"Low Avg Confidence (57.2%)"
2026-02-02 19:45:32,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 19:45:35,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 19:45:35,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 19:45:50,LOCKDOWN_END,"Lockdown Lifted"
2026-02-02 19:45:50,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 19:45:52,ANOMALY_CONF,"Low Avg Confidence (54.9%)"
2026-02-02 19:45:53,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 19:45:56,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 19:55:52,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 19:56:03,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 19:56:03,ANOMALY_CONF,"Low Avg Confidence (43.1%)"
2026-02-02 19:56:03,ANOMALY_IDENTITY,"Multiple Identities (3)"
2026-02-02 19:56:05,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 19:56:08,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 19:56:12,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 19:56:13,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 19:56:28,LOCKDOWN_END,"Lockdown Lifted"
2026-02-02 19:56:28,ACCESS_GRANTED,"User Abhijeet verified"
2026-02-02 19:56:33,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 19:56:36,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 19:56:39,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 19:56:42,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 19:56:45,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 19:56:45,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 19:57:00,LOCKDOWN_END,"Lockdown Lifted"
2026-02-02 19:57:02,ANOMALY_IDENTITY,"Multiple Identities (3)"
2026-02-02 19:57:03,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 19:57:09,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 19:57:11,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 19:57:14,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 19:57:17,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 19:57:20,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 19:57:23,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 19:57:23,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 19:57:38,LOCKDOWN_END,"Lockdown Lifted"
2026-02-02 19:57:38,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 19:57:43,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 19:57:45,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 20:20:26,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 20:20:47,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 20:20:50,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 20:20:54,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 20:20:56,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 20:20:56,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 20:21:11,LOCKDOWN_END,"Lockdown Lifted"
2026-02-02 20:21:11,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 20:21:14,ANOMALY_CONF,"Low Avg Confidence (58.6%)"
2026-02-02 20:21:16,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 20:21:19,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 20:21:21,ANOMALY_CONF,"Low Avg Confidence (51.9%)"
2026-02-02 20:21:25,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 20:21:26,ANOMALY_CONF,"Low Avg Confidence (49.8%)"
2026-02-02 20:21:29,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 20:21:29,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 20:21:44,LOCKDOWN_END,"Lockdown Lifted"
2026-02-02 20:21:44,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 20:21:47,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 20:21:50,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 20:21:54,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 20:21:57,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 20:21:57,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 20:21:57,ANOMALY_CONF,"Low Avg Confidence (43.0%)"
2026-02-02 20:22:12,LOCKDOWN_END,"Lockdown Lifted"
2026-02-02 20:22:12,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 20:22:15,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 20:22:18,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 20:22:21,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 20:22:24,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 20:22:24,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 20:35:52,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 20:35:55,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 20:35:57,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 20:35:57,ANOMALY_CONF,"Low Avg Confidence (49.6%)"
2026-02-02 20:36:05,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 20:36:05,ANOMALY_CONF,"Low Avg Confidence (59.2%)"
2026-02-02 20:36:07,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 20:36:07,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 20:36:22,LOCKDOWN_END,"Lockdown Lifted"
2026-02-02 20:36:22,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 20:36:25,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 20:36:27,ANOMALY_CONF,"Low Avg Confidence (59.8%)"
2026-02-02 20:36:28,ANOMALY_CONF,"Low Avg Confidence (59.7%)"
2026-02-02 20:36:28,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 20:36:32,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 20:36:40,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 20:36:40,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 20:45:46,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 20:46:00,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 20:46:01,ANOMALY_CONF,"Low Avg Confidence (28.6%)"
2026-02-02 20:46:02,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 20:46:03,ANOMALY_CONF,"Low Avg Confidence (15.1%)"
2026-02-02 20:46:08,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 20:46:19,ACCESS_GRANTED,"User Abhijeet verified"
2026-02-02 20:46:26,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 20:46:29,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 20:46:32,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 20:46:35,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 20:46:38,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 20:46:38,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 20:46:53,LOCKDOWN_END,"Lockdown Lifted"
2026-02-02 20:46:53,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 20:47:00,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 20:47:08,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 20:47:17,ACCESS_GRANTED,"User Abhijeet verified"
2026-02-02 20:47:23,ACCESS_GRANTED,"User Abhijeet verified"
2026-02-02 20:47:28,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 20:47:36,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 20:47:39,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 20:47:42,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 21:45:27,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 21:45:31,ANOMALY_TIME,"Unusual time: 21:45"
2026-02-02 21:45:33,ANOMALY_TIME,"Unusual time: 21:45"
2026-02-02 21:45:35,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 21:45:39,ANOMALY_TIME,"Unusual time: 21:45"
2026-02-02 21:45:44,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 21:45:51,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 21:45:57,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 21:46:00,ANOMALY_TIME,"Unusual time: 21:46"
2026-02-02 21:46:02,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 21:46:08,ANOMALY_TIME,"Unusual time: 21:46"
2026-02-02 21:46:09,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 21:46:12,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 21:46:15,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 21:46:19,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 21:46:26,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 21:46:26,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 21:46:42,LOCKDOWN_END,"Lockdown Lifted"
2026-02-02 21:46:42,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 21:46:44,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 21:54:13,ANOMALY_TIME,"Unusual time: 21:54"
2026-02-02 21:54:37,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 21:54:39,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 21:54:47,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 21:54:50,ANOMALY_TIME,"Unusual time: 21:54"
2026-02-02 21:54:52,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 21:54:55,ANOMALY_TIME,"Unusual time: 21:54"
2026-02-02 21:54:56,ANOMALY_TIME,"Unusual time: 21:54"
2026-02-02 21:54:57,ANOMALY_TIME,"Unusual time: 21:54"
2026-02-02 21:54:58,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 21:55:05,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 21:55:05,ANOMALY_TIME,"Unusual time: 21:55"
2026-02-02 21:55:06,ANOMALY_TIME,"Unusual time: 21:55"
2026-02-02 21:55:08,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 21:55:18,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 21:55:25,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 21:55:27,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 21:55:28,ANOMALY_TIME,"Unusual time: 21:55"
2026-02-02 21:55:31,ANOMALY_TIME,"Unusual time: 21:55"
2026-02-02 21:55:34,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 21:55:34,ANOMALY_TIME,"Unusual time: 21:55"
2026-02-02 22:03:20,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 22:03:20,ANOMALY_TIME,"Unusual time: 22:03"
2026-02-02 22:03:31,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 22:03:34,ANOMALY_TIME,"Unusual time: 22:03"
2026-02-02 22:03:39,ACCESS_GRANTED,"User Abhijeet verified"
2026-02-02 22:03:45,ACCESS_GRANTED,"User Abhijeet verified"
2026-02-02 22:03:45,ANOMALY_TIME,"Unusual time: 22:03"
2026-02-02 22:03:51,ANOMALY_TIME,"Unusual time: 22:03"
2026-02-02 22:03:53,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 22:03:55,ANOMALY_TIME,"Unusual time: 22:03"
2026-02-02 22:04:01,ACCESS_GRANTED,"User Abhijeet verified"
2026-02-02 22:04:02,ANOMALY_TIME,"Unusual time: 22:04"
2026-02-02 22:04:06,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 22:04:13,ACCESS_GRANTED,"User Abhijeet verified"
2026-02-02 22:04:23,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 22:04:31,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 22:04:37,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 22:04:42,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 22:04:44,ANOMALY_TIME,"Unusual time: 22:04"
2026-02-02 22:07:23,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 22:07:39,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 22:07:39,ANOMALY_TIME,"Unusual time: 22:07"
2026-02-02 22:07:46,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 22:07:46,ANOMALY_TIME,"Unusual time: 22:07"
2026-02-02 22:07:49,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 22:07:51,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 22:07:52,ANOMALY_TIME,"Unusual time: 22:07"
2026-02-02 22:07:54,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 22:07:59,ANOMALY_TIME,"Unusual time: 22:07"
2026-02-02 22:07:59,ANOMALY_TIME,"Unusual time: 22:07"
2026-02-02 22:08:00,ANOMALY_TIME,"Unusual time: 22:08"
2026-02-02 22:08:04,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 22:08:04,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 22:08:04,ANOMALY_TIME,"Unusual time: 22:08"
2026-02-02 22:08:21,LOCKDOWN_END,"Lockdown Lifted"
2026-02-02 22:08:21,ANOMALY_TIME,"Unusual time: 22:08"
2026-02-02 22:08:21,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 22:08:25,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 22:08:25,ANOMALY_TIME,"Unusual time: 22:08"
2026-02-02 22:08:27,ANOMALY_TIME,"Unusual time: 22:08"
2026-02-02 22:08:28,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 22:08:31,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 22:08:31,ANOMALY_TIME,"Unusual time: 22:08"
2026-02-02 22:08:34,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-02-02 22:08:34,LOCKDOWN_START,"Max failed attempts reached"
2026-02-02 22:09:52,ANOMALY_TIME,"Unusual time: 22:09"
2026-02-02 22:10:11,ACCESS_GRANTED,"User Abhijeet verified"
2026-02-02 22:10:12,ANOMALY_TIME,"Unusual time: 22:10"
2026-02-02 22:10:16,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 22:10:16,ANOMALY_TIME,"Unusual time: 22:10"
2026-02-02 22:10:25,ACCESS_GRANTED,"User Abhijeet verified"
2026-02-02 22:10:29,ANOMALY_TIME,"Unusual time: 22:10"
2026-02-02 22:10:30,ACCESS_GRANTED,"User Abhijeet verified"
2026-02-02 22:10:33,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 22:10:34,ANOMALY_TIME,"Unusual time: 22:10"
2026-02-02 22:10:34,ANOMALY_TIME,"Unusual time: 22:10"
2026-02-02 22:10:35,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 22:10:40,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 22:10:42,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 22:10:44,ANOMALY_TIME,"Unusual time: 22:10"
2026-02-02 22:10:44,ANOMALY_IDENTITY,"Multiple Identities (3)"
2026-02-02 22:10:45,ANOMALY_TIME,"Unusual time: 22:10"
2026-02-02 22:10:46,ANOMALY_TIME,"Unusual time: 22:10"
2026-02-02 22:10:49,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 22:10:55,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 22:10:58,ANOMALY_TIME,"Unusual time: 22:10"
2026-02-02 22:14:01,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 22:14:12,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 22:14:14,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 22:14:19,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-02-02 22:14:21,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-02-02 22:14:25,ANOMALY_TIME,"Unusual time: 22:14"
2026-02-02 22:14:26,ANOMALY_TIME,"Unusual time: 22:14"
2026-02-02 22:14:29,ACCESS_GRANTED,"User Abhijeet verified"
2026-02-02 22:14:32,ANOMALY_TIME,"Unusual time: 22:14"
2026-02-02 22:14:33,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 22:14:35,ANOMALY_TIME,"Unusual time: 22:14"
2026-02-02 22:14:36,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 22:14:46,ACCESS_GRANTED,"User Abhijeet verified"
2026-02-02 22:14:55,ANOMALY_TIME,"Unusual time: 22:14"
2026-02-02 22:14:56,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 22:18:17,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 22:18:29,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 22:18:34,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-02 22:18:43,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-02-02 22:18:50,ACCESS_GRANTED,"User Abhijeet verified"
2026-02-02 22:18:55,ANOMALY_TIME,"Unusual time: 22:18"
2026-02-02 22:18:55,ANOMALY_IDENTITY,"Multiple Identities (3)"
2026-02-02 22:19:00,ACCESS_GRANTED,"User Abhay verified"
2026-02-02 22:19:09,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-03 15:45:11,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-02-03 15:45:31,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
